영화댓글
한사람으로 인해 아픈 상처가 치유될 수 있가는 생각… 정말 잘 살아야겠다는 생각이 드는 영화네요.. 나도 누군가에게 도움이 될 수 있길 바래보는 영화..
"인생영화목록에 들어갔어요!!윌이 우는 장면에서는 저까지 눈물이 났어요ㅠㅠ위로받지 못해서 사람이 망가진다는게 와닿는 장면이었고,잔잔하고 감동적인 영화였어요.처음으로 후기남겨봐요.잔잔한 감동영화로 강추!!"
인간에게 진지하고 진솔한 관심과 격려가 얼마나 중요한지 보여주는 영화
""
내가 본 영화중 가장 완벽한 엔딩!!!
선생님이 되게 해준 영화
대사대사들이 마음에 와 닿고 배우들이 연기가 돋 보인 영화인것 같다. 신뢰가 가장 중요한 이유를 알게 되었다.
정말 최고ㅠ 죽기꼭 봐야할~
"배우들의 연기가 너무 자연스러워서 연출이 아닌 꼭 실제같았다. 1990년대에 만든 영화라는 게 믿기지 않는 영화. 스토리, 연기력, 잔잔한 OST까지 너무 잘 만든 영화다. 내 인생 영화. 보고 또 보고 싶은 영화."
""
주인공 친구 진짜 진정한 친구.좋은 스승님들을 만나 부럽다
이제서야 봤네요아무리 천재라도 자신의 행복이 우선이라는 메시지가 좋았어요윌을 사랑하는 친구들의 우정도 대단했어요모든 사랑의 힘은 위대하다는 걸 알게 해준 영화!^^
내 생애 최고의 영화...개봉때 봤던 기억은 지루하지만 감동적이었다였는데 이제와서 다시보니 최고의 영화로 등극됐다...
이거보니까 그동안 맨날 영양가없는 영화만 본거같다.. 진짜 추천하고싶은영화 ㅜㅜ
완벽하지만 불안정한 제자에게 평범하고 불안정한 스승이 위로가 될까? 영화는 수학공식에도 없는 정답을 제시했다. 그것은 ‘사랑’. 마음의 상처는 뇌의 방법론이 아닌 불안정하지만 공감하는 마음으로 치유 된다.
배울 점이 많은 영화라고 생각합니다
모처럼 재밌게 본 영화.
연기 스토리 대박적.. 최고에요!
닫힘 마음을 열어가는 과정. 그 따뜻함.
""
""
""
"'네 잘못이 아냐.', 'Son of a bitch. He stole my line.'맷 데이먼이 하버드 5년차(?)에 듣던 극작 수업에서 벤 애플렉의 도움을 받아 쓴 각본이 이 영화였다니 참 대단하쥬?게다가 영화사에 대본 돌리면서 중간에 (맷 데이먼과 벤 애플렉의 뜬금 없는)섹스씬을 넣고는 그 부분에 대해 질문한 미라맥스사와 계약한 거 영화 같쥬?둘은 숀 메과이어(로빈 윌리엄스) 역으로 모건 프리먼이나 로버트 드 니로를 대입해 목소리 흉내내면서 각본 썼다니 웃기쥬?식당에서 여자친구의 오럴섹스 관련 농담을 프렌치키스 농담으로 순화해 번역한 영화자막 센스 돋쥬?'멜 깁슨'이 감독 거절한 건 개인적으로 못내 아쉽지만, '마이클 만' 감독이 주인공 직업을 청소부 아닌 자동차 도둑으로 하고, 주연배우 바꾸자고 계속 주장하는 바람에 연출 틀어진 건 천만다행이쥬?'구스 반 산트' 역시 처키(벤 애플렉)를 (맷과 벤의 반대에도 불구하고)공사 사고로 죽는 극적 설정을 추가하자고 했다가, 막상 수정대본 읽고는 없던 일로 하자고 한 거 보면 그나마 유연한 사람이쥬?영화와 안 어울릴 것 같은 고 '엘리엇 스미스'의 노래로 도배한 시도 용기 넘치쥬? - 2000.05. / 2021.05.15. 다시 봄."
근래 본 영화중에 제일 좋았다.
감동 동적임 너가 잘못한게 아니야
네 잘못이아냐..이후 감동의허그 이영화 그냥 찐 감동 그자체
""
케이블tv 채널을 돌리다 나도 모르게 멈추고 끝까지  보게되는 영화..지금도 보다가 생각나서 평점 남겨봅니다
처음 봤던 고등학교때는 왜 여주가 이리 못생겼나 하는 한심한 생각밖에 못했는데 서른이 넘어 다시 보니 많은 걸 느끼게 해주는 영화다. 마지막에 윌의 편지를 읽은 로빈 윌리암스의 무심한 듯한 “나쁜자식 내 대사를 카피하다니” 대사와 함께 엔딩 크래딧 올라갈 때 많은 감정을 느끼게 된다.
다시한번 위로가  되는영화
엔딩 크레딧 올라갈때 많은걸 생각하게 해주는..
"사람들은 삶의 시련과 고난 그리고 고통이 다가왔을때 숨어버리거나 피하거나 자신을 원망하거나 스스로를 자책하게 된다. 자신을 돌아보는것이 아닌 모든 원흉과 잘못됨이 자기자신때문이라고 자책을 해버리고 고통받는  모든 사람들에게 이영화는 올바른 치유를 느끼게해준다.""니 잘못이 아니야"""
명작은 역시 명작이군요!
영화가 참 좋았어요 추천합니다
수능 200일 전 가장 잘한 선택 . 수능 치기 전 마지막으로 본 인생영화가 될 것 같다.
최고의 영화
"존경할 멘토, 소중한 사랑, 평생의 친구가 있는 윌 헌팅의 삶은 천재가 아니었어도 이미 성공한 인생 아닐까."
그립다...그 시절의 갬동
""
""
인생을 살아가는데 길잡이 같은 영화로 오랫동안 기억될 것이다
어느 하나 빼놓을 수 없는 각각의 멋진 캐릭터들...
"말이 필요없는 영화다.많은 것을 느끼게 해주고, 내가 무엇을 향해 가고있는지 다시 한 번 생각할 수 있게 해준 영화정말 강추한다."
인생영화 더 이상 설명이 필요없어요
강추합니다 감사합니다
""
척같은 한 친구 하나면 백 친구 안 부럽다.
나의 인생 영화.너의 잘못이 아니다 라는 대사는 아직도 잊을수가 없다.
평점 10점을 깨보려 합니다
평점이 10점이라서 한번 깨보고싶었습니다!!
나도 숀같은 스승님이자 상담사를 만나고싶다
캬..
리뷰 십이라니... 그래도 저도 십 줄겁니다
그건 네 잘못이 아니야!  it's not your fault! 살아가면서 나 자신을 자책하게되고 수치심과 열등감으로 힘들때 몇번이고 돌아와 다시 보게되는 장면! 죽은 시인의 사회에서의 키팅선생님을 비롯해 로빈윌리암스가 연기한 선생님은 내 인생의 진정한 스승입니다
억지감동이 아닌 진짜 감동을 주는 영화
Do what you want.
재밌습니다 재밌습니다
보고 눈물이 났다. 윌이 꼭 나를 닮았고 로빈 윌리암스가  네 잘못이 아니야를 계속 말해주는데 와 진짜 묵혀뒀던 내 감정들이 녹아 내리는 기분이였다.
적당한 감동과 적당한 재미 사랑과 삶에대해 생각해보게 해주는 영화
""
ㅋㅋㅋㅋ존나펑펑울었네 ㅅㅂ
말이 필요없는 명작입니다.
젊음에 대한 깊은 이해를 지닌 영화. 삐뚤어짐 사이를 비집고 나오는 맷 데이먼의 소년미. 영화 속 모든 주인공들이 멋지다 가볍지않게 입체적으로 멋지다.
내..첫 사랑이 생각나는 영화...내 첫 사랑 보는것같음...내 첫사랑 얘기를 영화로 만든듯 ㅋ~
It’s not your fault.
"내게도 ""네 잘못이 아니야"" 라고 말해주는 스승을 만났더라면"
마지막 월이 차타고 갈때 엔딩크레딧이 올라가면서 많은 생각을 하게되네요
이토록 엄청난 영화를 지금에서야 보다니..몇번이고 다시 보고 싶습니다. 사람 사이에 진실함의 힘을 다시금 느끼게 해준  울림이 큰 영화네요.
내가 정말 원하는 게 뭔지 생각하게 만든 영화. 현재 나를 돌아보게 만든 영화.
좋았따 가나다라마바사
2300년에 봐도 재밌을 영화
눈물이 계속난다 .. ㅠㅠ
""
역대급 려젼드 유구무언
잇즈 낫 유어 폴트!!!
이런류 영화의 정점 훌륭한 영화다.
언제 봐도 감동. 인생의 행복을 어디서 찾을 것인가
각본을 쓴 맷과 벤의 리즈시절을 볼수있는 영화인 동시에 하늘로 간 명배우 로빈이 보고싶다면 꼭 봐야하는 영화다.
하... 이 영화의 평점이 모든 걸 대신하네요. 몇 번을 봐도 도저히 질릴 수가 없음.
정말 인생띵작. 대사 한줄한줄이 마음에 와서 박히는 영화. 윌이 울때 같이 울었다.
""
""
방황하는 청춘들에게 보여주고싶은 영화
"너무 과하지도 그렇다고 부족하지도 않은,  누군가의 아픔을 나에게 자연스럽게 반영하게하는 그들의 연기에 깊숙이 빠져본다. 고 로빈 윌리엄스를 기리며."
각본을 데이먼과 애플렉이 썼네.. 서프라이즈~
마키 리키 대니 테리 마이키 데이비 티미 토미 조이 로비 조니 브라이언
"네 잘못이아니야. ""진심"" 하나로 한 인생에, 행동의변화를 이끌다!! 자기인생을 방치하는 모습에서, <자신을 사랑하는 자세>로의 첫발을~"
나도 언젠가 진심을 열 수 있는 사람을 만날 것인가.
스토리가 너무 감동적이에요..
최고의 영화. 언제봐도 감동.
내 인생 최고의 영화..
맷데이먼 리즈시절과 이제는 추억이 되어버린 로빈 윌리암스를 볼 수 있어서 행복해요.
시간 가는 줄 모르고 봤습니다. 션 교수의 주옥같은 말 잘 들었습니다~ 맷 데이먼의 연기도 좋아요~
굿 윌 헌팅 굿 타이밍 굿!
"완벽한 영화 , 로빈아저씨 그립네요"
""
""
사는게 영화다. 영화는 삶이다.이 영화는 적어도 그렇다
""
벤 애플렉 같은 친구 있으면 좋겠다.
""
인생영화임 강추합니다
인생영화~ 또봐도 좋다.
지린다 인생의 띠이이잉작
"사제 연인 친구가 서로에게 주고 받을 수 있는 선한 영향력이 뭔지 알려주는, 관계에 대한 인생 영화"
가장 존경하는 배우 로빈 윌리엄스 언제나 그립습니다. 사랑합니다. 인생영화.
과제라서 봤는데 다음에 또 볼려구요ㅠ.ㅠ 영화를 보고 위로 받았어요
보다가졸았음.개노잼
가즈아아아앙아아앙아
여주인공땜에 몰입이 안 됨
레전드 오브 레전드. 일년에 꼭 한 번은 다시 봅니다.
로빈윌리엄스 너무 아깝게 일찍 가셨네요 이영화 보니 더욱 그런생각이듭니다~~~
이영화는 정말 미쳤다 감동 또 감동
지금 ebs에서 나오는데 또 본다 도대체 몇번째냐? 질리지가 않는다 볼때마다 감동 이다
2021년 2월6일 ebs에서 시청하다.
인생영화 꼭 보시길 추천합니다.
나도 윌처럼 이렇게 따뜻한 선생님 만나고싶다네잘못이아니야 반복할때 나도 윌처럼 내면의상처가 치유되듯 눈물이 솟구쳤다
""
""
""
""
질질 짰어요 폰으로 본게 아쉬워요
여운이 너무 깊다.감동적이다
윌의 친구조차 완벽하다 등장하는 모든 인물들이 행복하길 바란 영화
""
볼때마다 위로가 되는 영화
""
아직 안봤는데 평점보고 미리 감동먹었네요 ㅠㅠㅠ
맷데이먼 잘생겼대서 봤는데 잘생김 고등학생때 진로샘이 틀어 줄 것 같은 영화
""
명작입니다. 언제 봐도 가슴이 찡해지는 영화.
좋았습니다 맷데이먼 굿
최고의 영화 중 하나입니다 꼭 보시길
"굿윌헌팅, 빅피쉬, 패밀리맨 내 인생 최고의 영화들"
너무 좋은 영화입니다.
평점 10점인지는 잘 모르겠습니다!전 액션을 좋아해서요!
명작...
별이 모자라요 완전 추천해요
"좋은 어른, 좋은 친구가 되는 가장 좋은 방법"
제가 봤던 영화 중에서 가장 감동적인 영화였습니다. 평점이 10점이길래 봤는데 10점으로도 부족한 영화고 뜻깊고 교훈적인 영화였습니다.
"내인생의 영화너의 잘못이 아니다, 너의 잘못이 아니다 라는 말에 저도 많은 위로를 받았습니다.뭔가 인생에서 위로받고싶거나 슬럼프에 빠질때면 이 영화보면서 힘을 얻습니다"
인생영화몇 번을 봐도 질리지 않는다.오히려 볼 때마다 새로운 걸 발견하고이미 봤던 부분임에도 꾸준히 감동받는다.
""
최고다 엄청 재미있고 인생을 바꾸어 주는 영화다
친구 진짜 오지게 멋있네
스토리가 흥미로워봤는데 좋은영화였어요 추천합니다
""
제 인생영화입니다 진짜 꼭 살면서 한번쯤은 볼만한 영화인곳같네요^^
"자신을 진심으로 생각하는 교수, 의사, 친구들의 마음이 감동, 보스턴의 멋진 모습도 인상깊었다"
기대했는데 좀 지루했음
상처받은 영혼을 치유하는 이야기
It's not your fault. 누구나 할 수 있는 말이나 아무나 못하는 말
인생영화최고의영화다
요정도 퀄리티를 저시대에ㄷㄷ
"인생 영화.. 자신을 찾기위해, 찾아주기 위한 끝없는 교감과 위로.. 로빈 윌리엄스의 연기도 그리워집니다..나도 무언가를 회피하고만 있지 않은지.. 내가 진정 하고싶은 일은 무엇인지 깊게 생각해보게 하는 명작입니다.."
되돌아 보게 됩니다. 제 자신에게도 한 번이라도 말 한 적이 있는지 '내 잘못이 아니야'
""
Just....So...Good...
내 인생에도 저런 멘토가 있었더라면...
its not your fault
인생영화에용 또 보고싶네요
""
"유명하다고는 들었는데 이제야 보게됐어요. 정말 위로가 되는 영화군요. 왜 사람들이 명작이라고 하는지 알겠어요. 그동안 보았던 수 많은 영화중에 손꼽히게 여운이 남는 영화네요.과거의 아픔들로 앞을 내다보지 못하는 저에게 큰 위로가 됐어요. 이 영화를 본 후, 저 자신을 다독였어요. 이 환경에 처한건 내 잘못이 아니야, 내 잘못이 아니야, 내 잘못이 아니야... 이제 그만 슬퍼하고, 그만 외로워하고, 겁내지말고 나아가, good luck."
오랫만에 또 봤어요. 또봐도 잔잔한 감동이 밀려드네요. 좋은영화예요.
말이 필요한가? 제목이 끝에가서 모든걸 말해준다
평점 10점이라니... 굿윌헌팅이니까 가능하겠지~^^ 오늘 ocn으로 또 다시 보고 새로운 교훈 가득 마음에 담았어요. 볼 때마다 느끼는 게 다르네요. 나이를 먹어서인가봐요.
처음부터 끝까지 단 1초도 버릴게 없는영화...
"두 교수, 윌, 윌의 친구 모두가 결핍있는 존재였다..어쩌면 윌이 가장 듣고 싶었던 말 니 잘못이 아니야"
명작은 명작이다. 굿굿굿
""
"슬픈내용이 아닌데 눈물나는 영화 원탑이에요,, 많은 위로를 얻고 가용!"
7번째정주행!! 정말 좋은 영화!!
""
마지막 장면 이후가 궁금해요. 속편은 언제?? ㅠㅠ
그저 완벽 다른거 다 필요없어 완벽함
인생영화라고 할수있다.
""
계속 생각나는 영화입니다
아주 감명깊게 본 영화입니다
""
삶에 큰 시련이 다가왔을적 모든게 비관적이고 불만 가득하고 나 지신이 밉고 우울하고 슬프고 짜증가득한 시절을 보낼때 저에게 조금이나마 등불이 되준 영화였어요. 그리고 제 잘못이 아니라고 알려주셔서 감사해요. 가장 듣고싶었던 말이였는데 어찌할줄 모르고만 살다가 로빈윌리엄스께서 알려주셨었어요. 그립습니다 만인들의 배우이자 인생의 선생님 로빈윌리엄스
말해뭐해 말이 필요없는 영화 그자체
명대사 :네 잘못이 아니란다
""
중2병 성장 영화 1점도 과하다
인생영화.. ㅠㅠ명작이라고 불리는데는 다 이유가 있습니다
"존잼이에용,,,,마음을 울리는 대사들..."
""
맷데이먼 여친 꼭 그 여자로 캐스팅 했어야 속이 후련했냐
오랫만에 좋은 영화를 발견했어요
내 인생의 터닝포인트가 되어준 영화. 맷데이먼의 무명시절에서 확 뜰 때 쯤 영화( 정확히 이 영화였는지 다른 영화였는지 기억 안 남 ). 아 내용도 너무 멋있잖어 미쳤어ㅓ
""
""
""
겨우 대화일뿐인데 한대 맞은 기분이다..
.
이 영화를 보고나면 아직 본적이 없는 사람이 부러워진다. 처음봤을때의 강렬한 감동과 여운을 느낄 수 있어서..
""
명작 중의 명작이라고 해도 손색이 없을 죽기 전에 꼭 봐야 할 영화. 사람에게 상처받았지만 사람으로 치료하는 이야기가 감동적이다
좋은 영화
둘은 참 닮았다 그들도 느꼈을거야
지능보다 부러웠던 건 곁에 있던 사람들
말이 필요없는 영화. 안 봤다면 꼭 봐야할 영화
천재로써의 이야기를 담은 건 아니지만 주인공 삶의 이야기를 잘 풀어낸 내용의 영화라  누구에게든 추천할 수 있는 영화
""
""
너무너무 단백하고 고소했습니다
It's not your fault is the killing point
""
""
"2022, 2020년 8월2일 일요일 군대에서"
영화가 담아야 할 바람직한 이야기.마음을 움직이는 연기.
주인공이 천재가 아니였다면 더 와닿았을 듯
좋은 친구와 좋은 멘토가 있는 주인공
진짜 인생영화가 무엇인지 알려준 영화
처음 영어 공부를 목적으로 시청했습니다 그렇게 한번 두번 볼수록 새로운 감정이 들더군요 꼭 관람하시길 바랍니다
아기처럼 엉엉 우는 윌의 모습에 잠시 잊고 있던 사실이 떠올랐다. 윌은 어른이 아니었다. 상처받고 문을 걸어잠근 어린 아이였다.
상투적인 신데렐라 스토리.
최고의 배우 최고의 연기!
""
""
""
누군가 진정으로 네 잘못이 아니라며 감싸준다면....  R.I.P 로빈 윌리암스를 기리며...
역시 명작은 시간이 지나고 봐도 대단해요로빈 윌리엄스님이 나온 영화들은 다시 봐도 너무 명작이에요ㅜ 이런 분이 돌아가셔서 너무 마음 아파요
Not your bad
""
처음부터 결말까지 완벽한 영화..
또 생가나고 보고싶어질 영화
""
"이 영화가 주는 교훈이라면,사람은 누구나 상황따라 사는거다. 지금 이렇게 된 것은 다 그럴수밖에 없는 상황이 있기 마련이다. 니 잘못이 아니야 라는 대사가 말하는건 결국 이것이다."
아주 옛날에 봤는데 내가 영화를 잘이해하지못해서 그런가 그렇게 감동잇고 여운있게 본영화는 아니다 그래도 그냥저냥 보통정도로 볼만은함
최고의 영화 그 자체 ^__^
몇번을 봐도 좋은영화입니다 윌이 행복하기를..
""
"많은 영화들 중 인생영화를 김향기, 송윤아 배우의 웨딩드레스로 꼽아왔다. 굿 윌 헌팅, 또 다른 감정과 느낌의 인생영화를 찾았다. 심리학 교수님께 크게 감사한다."
미쳤다 이 영화는...나는 꿈이 생겼어ㅠㅠㅠ
이 명작을 극장에서 봤다는 걸 두고두고 뿌듯하게 생각하고 있음
""
"정말 최고의 영화, 살면서 꼭 필요한 영화"
""
"It’s not your fault my son, it’s not your fault."
진짜진짜진짜진짜찌나찌잔짜재믹움
인생영화 최고입니다.로빈윌리엄스&맷데이먼
"굿 윌 헌팅을 객관적으로 평가한다면 좋은 영화지만 훌륭한 영화가 될 수 없다. 왜냐하면 이 영화에서 좋은 배우와 좋은 연기, 좋은 연출과 좋은 내용 등을 찾을 수 있지만 훌륭하다고 평가하기 어렵기 떄문이다. 그러나 나는 이 영화를 사랑한다. 심지어 다크 나이트 시리즈와 조커보다 사랑한다. 왜냐하면 이 영화에서 나를 볼 수 있기 때문이다. 나는 윌 헌팅이 정말 너무 부럽다. 그는 타고난 재능을 바탕으로 제멋대로 살아가지만 좋은 선생들을 만났고 그들에게서 끊임없는 사랑을 받았다. 단지 그것을 그가 모를 뿐이다. 그러나 나는 늘 좋지 못한 교사들과 주변 사람들만을 만났다. 달리 보면 나는 유진 박 같은 인생이었다. 그러나 그것들이 지금의 나를 형성하는 데 있어서 긍정적인 역할을 했다는 것도 부정하지 않는다. 그런데도 나는 영화 속 윌 헌팅이 되고 싶다. 그는 늘 좋은 친구, 늘 좋은 선생, 늘 좋은 사람이 주변에 있었다. 그것이 가장 부럽다. 그리고 그 외에 닮은꼴의 그에게서 나를 본다."
""
로빈 윌리엄스에게 빠진 영화
""
멧 데이먼 멋져요. 감동적이네요.
고마워요 벤과 데이먼.
이건 네 잘못이 아니야.
멋짐 재밌고 후회안해여오옹
""
네 잘못이 아니야!
""
""
""
내가 하루중에 제일 행복한 순간이 언제 인줄 알아?아침에 너네 집 문 두드리기 10초 전이야
네이버에서 평점 10점...더이상 할 얘기가 있을까? 꼭 봐야 할 영화
""
""
98년도 주인공과 같은 나이일때에 보고 20년이 지난 지금 다시 보았습니다. 더 깊은 울림이 있습니다.
남기지 않을수 없네요인생 최고의 영화
우린 참 많이 아팠었네요. 마음을 따뜻하게 물들이는 영화입니다. 훌륭한 스승과 영혼의 친구가 있다면... 그보다 기쁜 일이 또 있을까요.
It's not your fault
""
""
말해 뭐해 이 영화는 안보면 손해지
10점 주려고 왔는데 이미 평점 10점짜리의 영화. 네 잘못이 아니야.
멧 데이먼 & 밴 에플렉의 굿윌청춘!
가슴 뭉클해지는 영화.
""
좋아요 아주 감동적인 영화에요
어렵게 표현하지 않으려해도 된다.
""
네 잘못이 아니야네 잘못이 아니여
가슴이 따뜻해지는 영화
와 그냥 미쳤다라고 밖에 말을 못할 영화입니다
""
""
갓직히 저 정도 재능이 있으면 수학자가 되어야지 ㅁㅊ.. 문과충 감성팔이에 천년에 한 번 나오는 위인이 사라지네. 명심해라 인류를 이끄는건 엘리트 교육을 받은 수천명의 사람들이 아니라 저런 미친 재능을 가진 소수의 천재들이다.
....진짜 굿 윌 헌팅티다
""
후반부에 갈 수록 등장인물들의 매력에 빠져들게 되는 영화.
""
"최고의 스승, 최고의 친구를 만난 윌이 정말 부럽다"
인생에서 고수해야할 생각을 듣는 재미와 인간사에 중요한 가치는 무엇인지를 듣는 재미와 멧 데이먼의 리즈 시절을 감상하는 재미...에 흠뻑 빠졌다
엔딩까지 완벽하다. 절제된 흐름으로 감정선을 유지시키면서 개연성을 살린 것에 찬사를 보낸다. 영화에 진짜가 있다면 이 영화는 그 중의 하나다.
ㅋㅋㄴㅅ ㄷㄹㅁㄴㆍㄱㅅㅇ
It's not your fault. 이 대사 한 마디가 계속 생각나네요..
전하고자하는 메세지는 확실하다. 근데 난 지루했다. 나이먹어서그런가
자신이 날 수 없는 새라며 날지 않고 있는 모든 새들에게  얼마나 축복받은 재능을 가지고 있고 날 수 있는게 멋진 일인지 가르쳐 주는  이야기.
"안본사람은 있어도 한번본 사람은 없을것같다.10대, 20대 매번 볼때마다 영화가 전달하는 메세지가 다르게 느껴지는 영화."
ㅜㅜ...마음을 울린다..
"윌, 네 잘못이 아니야 올바른 길로 인도해주는 숀 교수가 기억에 남는다나도 누군가에게 책망이 아닌 마음 따뜻한 위로를 해주는 사람이 되길"
인간은 누구나 상처가 있는것 같다 그것을 알고 포용할 수 있는 사람이 되고 싶다
연출 연기 스토리 영상미 OST 하나도 빼놓을 것이 없다.
10점이 만점이라 주는 10점. 지금 다시 봐도 단단한영과. 감사함을 느낍니다. 이런 영화를 계속 언제든 보고 다시 영감을 받을수 있음에.
너의 잘못이 아니야. 정말 감동적인 영화에요 추천합니다
어떻게 이런 영화에 10점을 안 줄 수 있겠는가
"각본 : 벤 애플렉 Ben Affleck (각본) 맷 데이먼 Matt Damon (각본) - 이 둘이 각본했다는게 더 놀라운 영화. ""네 잘못이 아니야.."" 미리 알고 봤던 대사에도 왜 눈물이 나던지."
""
최고다 정말 굿윌헌티잉
영화를 보는내내 향수같은 느낌을 받았다. 드라마 영화답게 많은 감정선을 불러일으킨다. 전반적인 연출면도 나쁘지않았다. 우정 사랑 후회 결국 그 모든것은 자신에게 달려있지만 중요한것을 일각시켜준다. 난 개인적으로 후반부에 처키라는 친구의 말이 너무 감동적이였다. 영화를 다보고 몇년동안 못본 절친에게 전화해서 안부인사를 하고 싶어졌다. 8점이 적당하지만 별점깍기 싫어서 10점 ^^
""
네 잘못이 아니야. 윌은 진심으로 이 말을 해주는 사람을 만나고 싶었던것이 아닐까
""
보고잘려고 하니 행복하네요
""
굿 윌 헌팅의 로빈 윌리엄스가 진정한 캡틴!
"다시 또 보고 오겠습니다,, 인생에 많은 여운과 감동 살아야 할 이유를 주는 영화입니다"
지금은 고인이신 로빈님의 명작영화Its not your fault
진심 최고의 영화 ㅠㅠ 11점주고싶어요
""
사람의 너무 솔직하고 깊은 속을 다 보듬어주는 것 같다..
정말 많은 돌아봄을 선물해주는 영화
너무 명작이라 별 10점도 부족하다고 생각함.방식은 달랐지만 교수들이 주인공을 아끼는 마음이 따뜻함을 느낄 수 있었고주인공 주변 인물들이 주인공에게 사랑을 주는 모습 또한 마음이 뭉클했다
이 영화는 누구에게나 꼭 필요하다
"고난과 역경의 유년시절을 보냈지만 천재적인 재능을 갖고 있는 윌이라는 원석을 발견한 램보, 보석으로 만든 맥과이어, 그 가치를 알려준 처키와 스카일라가 있어서 윌 헌팅이라는 사람이 더욱더 빛이 날 수 있었던거 같네요. 맥과이어가 윌에게 ""It's not your fault"" 라고 말하면서 윌의 마음이 열리는 그 장면은 끝나고도 뇌리에 박혔습니다. 언제나 힘들고 지칠때 보고싶은 영화, 정말 명작이라는 말이 아깝지 않은 영화, 볼 때 마다 새로운 감동을 주는 영화인것 같습니다. 모두들 굿윌헌팅 꼭 보세요 !!!"
""
"최고의 명작, 만들어진지 좀 됐지만 연출이 유치하다고 느껴지거나 지루하지 않다 전혀.It's not your falut는 영화를 보고나서도 계속 생각나는 대사.. 내 최애 영화"
""
이걸 지금봐서 정말 다행이다
""
진짜 말도 안되는 희대의 명작
언제라도 지치고 포기하고플 때 보고싶은 영화
""
"단순히 진흙 속의 진주가 빛을 찾는 영화가 아닌, 성공이라는 단순한 반짝임에 가려진, 우리가 너무나도 쉽게 놓치고 가는 가치들을 말해주었던 것 같아요."
""
자신을 직면하는 것과 도전하기를 두려워하는 모든 당신들에게 하는 말. You are good
인간관계에 상처를 받았을때 생각나는 영화.
It's not your fault.
""
What do you want to do?
굿윌헌팅.두 번 보지 않는다면 Fuck..It's my fault.
""
평가하기도 미안한영화 그냥 존재만으로도 최고
굿윌헛팅 좋아좋아좋아좋나좋아
